package name,file,class,type,lcc,is_FC
org.junit.experimental.max,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\max\MaxHistory.java,org.junit.experimental.max.MaxHistory$TestComparator,class,0.119047623,0
org.junit.experimental.results,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\results\ResultMatchers.java,org.junit.experimental.results.ResultMatchers,class,0.466666667,0
org.junit.experimental.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\runners\Enclosed.java,org.junit.experimental.runners.Enclosed,class,NaN,0
org.junit.experimental.theories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\Theories.java,org.junit.experimental.theories.Theories$TheoryAnchor,class,0.156031742,1
org.junit.experimental.theories.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java,org.junit.experimental.theories.internal.SpecificDataPointsSupplier,class,0.522222228,1
org.junit.experimental.theories.suppliers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\suppliers\TestedOnSupplier.java,org.junit.experimental.theories.suppliers.TestedOnSupplier,class,NaN,0
org.junit.function,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\function\ThrowingRunnable.java,org.junit.function.ThrowingRunnable,interface,NaN,0
org.junit.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\Throwables.java,org.junit.internal.Throwables,class,0.175670996,1
org.junit.internal.builders,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\builders\SuiteMethodBuilder.java,org.junit.internal.builders.SuiteMethodBuilder,class,0.154761908,0
org.junit.internal.management,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\management\ThreadMXBean.java,org.junit.internal.management.ThreadMXBean,interface,0,1
org.junit.internal.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\matchers\TypeSafeMatcher.java,org.junit.internal.matchers.TypeSafeMatcher,class,0.691666675,0
org.junit.internal.requests,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\requests\SortingRequest.java,org.junit.internal.requests.SortingRequest,class,0.666666668,1
org.junit.internal.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\TestMethod.java,org.junit.internal.runners.TestMethod,class,0.278740667,1
org.junit.internal.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\model\ReflectiveCallable.java,org.junit.internal.runners.model.ReflectiveCallable,class,0.5,0
org.junit.internal.runners.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\rules\ValidationError.java,org.junit.internal.runners.rules.ValidationError,class,0.5,0
org.junit.internal.runners.statements,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\statements\RunBefores.java,org.junit.internal.runners.statements.RunBefores,class,0.75,1
org.junit.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\matchers\JUnitMatchers.java,org.junit.matchers.JUnitMatchers,class,0,0
org.junit.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\rules\Verifier.java,org.junit.rules.Verifier,class,0.283746502,0
org.junit.runner,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\Runner.java,org.junit.runner.Runner,class,0.228275346,0
org.junit.runner.manipulation,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\manipulation\Sorter.java,org.junit.runner.manipulation.Sorter,class,-0.08095238,1
org.junit.runner.notification,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\notification\SynchronizedRunListener.java,org.junit.runner.notification.SynchronizedRunListener,class,0.100122103,0
org.junit.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\Suite.java,org.junit.runners.Suite,class,0.228095239,0
org.junit.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\model\TestTimedOutException.java,org.junit.runners.model.TestTimedOutException,class,0.478954966,1
org.junit.runners.parameterized,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\parameterized\TestWithParameters.java,org.junit.runners.parameterized.TestWithParameters,class,0.258928572,0
org.junit.validator,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\validator\TestClassValidator.java,org.junit.validator.TestClassValidator,class,0.2,0
org.quickserver.net.client,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\HttpHost.java,org.quickserver.net.client.HttpHost,class,0.252248355,1
org.quickserver.net.client.loaddistribution,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\loaddistribution\LoadPattern.java,org.quickserver.net.client.loaddistribution.LoadPattern,interface,0.611111117,0
org.quickserver.net.client.monitoring.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\monitoring\impl\UDPMonitor.java,org.quickserver.net.client.monitoring.impl.UDPMonitor,class,0.271892553,0
org.quickserver.net.client.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\pool\PooledBlockingClient.java,org.quickserver.net.client.pool.PooledBlockingClient,class,0.41587302,0
org.quickserver.net.qsadmin,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\Data.java,org.quickserver.net.qsadmin.Data,class,0.4,1
org.quickserver.net.qsadmin.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\gui\SplashScreen.java,org.quickserver.net.qsadmin.gui.SplashScreen,class,0.449880271,0
org.quickserver.net.server,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\GhostSocketReaper.java,org.quickserver.net.server.GhostSocketReaper,class,-0.0625,0
org.quickserver.net.server.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\gui\About.java,org.quickserver.net.server.gui.About,class,0,0
org.quickserver.net.server.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\impl\SyncClientIdentifier.java,org.quickserver.net.server.impl.SyncClientIdentifier,class,0.244447591,1
org.quickserver.security,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\security\SecureStoreManager.java,org.quickserver.security.SecureStoreManager,class,0.05357143,0
org.quickserver.sql,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\sql\DBPoolUtil.java,org.quickserver.sql.DBPoolUtil,interface,0,0
org.quickserver.swing,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\swing\SensitiveInput.java,org.quickserver.swing.SensitiveInput,class,0.25,0
org.quickserver.util,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\TextFile.java,org.quickserver.util.TextFile,class,0.322954823,1
org.quickserver.util.io,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\io\PasswordField.java,org.quickserver.util.io.PasswordField,class,0.395604408,1
org.quickserver.util.logging,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\logging\SimpleTextFormatter.java,org.quickserver.util.logging.SimpleTextFormatter,class,0.512820518,1
org.quickserver.util.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\QSObjectPoolMaker.java,org.quickserver.util.pool.QSObjectPoolMaker,interface,0.114065634,1
org.quickserver.util.pool.thread,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\ThreadObjectFactory.java,org.quickserver.util.pool.thread.ThreadObjectFactory,class,0.679197983,0
org.quickserver.util.pool.thread.app,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\app\QSUncaughtExceptionHandler.java,org.quickserver.util.pool.thread.app.QSUncaughtExceptionHandler,class,1,0
org.quickserver.util.xmlreader,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\xmlreader\TrustStoreInfo.java,org.quickserver.util.xmlreader.TrustStoreInfo,class,0.166156673,0
(default package),F:\detectionresult\project\1208\javacc-master\test\newToken\OldToken.java,Token,class,0.016744307,1
org.javacc,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\JavaCCTestCase.java,org.javacc.JavaCCTestCase,class,0,0
org.javacc.jjdoc,F:\detectionresult\project\1208\javacc-master\src\main\java\org\javacc\jjdoc\XTextGenerator.java,org.javacc.jjdoc.XTextGenerator,class,0.024786324,0
org.javacc.jjdoc.test,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjdoc\test\JJDocMainTest.java,org.javacc.jjdoc.test.JJDocMainTest,class,0,0
org.javacc.jjtree,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjtree\JJTreeOptionsTest.java,org.javacc.jjtree.JJTreeOptionsTest,class,0.096517194,0
org.javacc.parser,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\parser\OptionsTest.java,org.javacc.parser.OptionsTest,class,0.139347114,0
org.javacc.utils,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\utils\OutputFileGeneratorTest.java,org.javacc.utils.OutputFileGeneratorTest,class,0.5,0
org.webmacro.parser,F:\detectionresult\project\1208\javacc-master\grammars\BackupCharStream.java,org.webmacro.parser.BackupCharStream$Buffer,innerclass,0.560606063,0
pl.allegro.tech.build.axion.release.domain,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\VersionSorter.java,pl.allegro.tech.build.axion.release.domain.VersionSorter,class,0.75,0
pl.allegro.tech.build.axion.release.domain.hooks,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\hooks\SimpleReleaseHookAction.java,pl.allegro.tech.build.axion.release.domain.hooks.SimpleReleaseHookAction,class,0.4905303,0
pl.allegro.tech.build.axion.release.domain.logging,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\logging\ReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.domain.logging.ReleaseLoggerFactory,interface,0.4,0
pl.allegro.tech.build.axion.release.domain.properties,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\properties\VersionProperties.java,pl.allegro.tech.build.axion.release.domain.properties.VersionProperties,class,1,0
pl.allegro.tech.build.axion.release.domain.scm,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\scm\TagsOnCommit.java,pl.allegro.tech.build.axion.release.domain.scm.TagsOnCommit,class,0.63051282,1
pl.allegro.tech.build.axion.release.infrastructure.config,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\config\MonorepoPropertiesFactory.java,pl.allegro.tech.build.axion.release.infrastructure.config.MonorepoPropertiesFactory,class,NaN,0
pl.allegro.tech.build.axion.release.infrastructure.git,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\git\TransportConfigFactory.java,pl.allegro.tech.build.axion.release.infrastructure.git.TransportConfigFactory,class,0.31045752,1
pl.allegro.tech.build.axion.release.infrastructure.output,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\output\GradleReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.infrastructure.output.GradleReleaseLoggerFactory,class,0.5,0
pl.allegro.tech.build.axion.release.util,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\util\FileLoader.java,pl.allegro.tech.build.axion.release.util.FileLoader,class,0,0
com.acme.servlet,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\com\acme\servlet\SimpleServlet.java,com.acme.servlet.SimpleServlet,class,NaN,0
net.sourceforge.cobertura,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\Cobertura.java,net.sourceforge.cobertura.Cobertura,class,-1,0
net.sourceforge.cobertura.ant,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\ant\Util.java,net.sourceforge.cobertura.ant.Util,class,0.464864367,0
net.sourceforge.cobertura.bugs,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\bugs\NewFeatureTwitter.java,net.sourceforge.cobertura.bugs.NewFeatureTwitter,class,1,0
net.sourceforge.cobertura.check,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\check\PackageCoverage.java,net.sourceforge.cobertura.check.PackageCoverage,class,0.44761905,0
net.sourceforge.cobertura.coveragedata,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\coveragedata\SwitchDataTest.java,net.sourceforge.cobertura.coveragedata.SwitchDataTest,class,0.558242241,0
net.sourceforge.cobertura.instrument,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\instrument\CoberturaInstrumenterTest.java,net.sourceforge.cobertura.instrument.CoberturaInstrumenterTest,class,0.712192571,0
net.sourceforge.cobertura.instrument.pass1,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass1\DetectIgnoredCodeMethodVisitor.java,net.sourceforge.cobertura.instrument.pass1.DetectIgnoredCodeMethodVisitor,class,0.556666667,1
net.sourceforge.cobertura.instrument.pass2,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass2\BuildClassMapTouchPointListener.java,net.sourceforge.cobertura.instrument.pass2.BuildClassMapTouchPointListener,class,0.70833333,0
net.sourceforge.cobertura.instrument.pass3,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass3\TestUnitCodeProvider.java,net.sourceforge.cobertura.instrument.pass3.TestUnitCodeProvider,class,0.70277778,0
net.sourceforge.cobertura.instrument.tp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\tp\TouchPointDescriptor.java,net.sourceforge.cobertura.instrument.tp.TouchPointDescriptor,class,0.74666668,0
net.sourceforge.cobertura.javancss,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\PackageMetric.java,net.sourceforge.cobertura.javancss.PackageMetric,class,0.191725956,0
net.sourceforge.cobertura.javancss.ccl,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\ccl\Util.java,net.sourceforge.cobertura.javancss.ccl.Util,class,0.0125,0
net.sourceforge.cobertura.jdk,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\jdk\JDKTest.java,net.sourceforge.cobertura.jdk.JDKTest,class,1,0
net.sourceforge.cobertura.merge,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\merge\MergeTest.java,net.sourceforge.cobertura.merge.MergeTest,class,0.5,0
net.sourceforge.cobertura.reporting,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\JUnitXMLParserErrorHandler.java,net.sourceforge.cobertura.reporting.JUnitXMLParserErrorHandler,class,0.383333333,1
net.sourceforge.cobertura.reporting.html,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\JavaToHtmlTest.java,net.sourceforge.cobertura.reporting.html.JavaToHtmlTest,class,-0.5,0
net.sourceforge.cobertura.reporting.html.files,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\files\CopyFilesTest.java,net.sourceforge.cobertura.reporting.html.files.CopyFilesTest,class,1,0
net.sourceforge.cobertura.reporting.xml,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\xml\XMLReportTest.java,net.sourceforge.cobertura.reporting.xml.XMLReportTest,class,0.55555556,0
net.sourceforge.cobertura.scala,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\scala\BasicScalaTest.java,net.sourceforge.cobertura.scala.BasicScalaTest,class,NaN,0
net.sourceforge.cobertura.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\SwitchFunctionalTest.java,net.sourceforge.cobertura.test.SwitchFunctionalTest,class,0.653333334,1
net.sourceforge.cobertura.test.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\util\WebappServer.java,net.sourceforge.cobertura.test.util.WebappServer,class,0.191558433,0
net.sourceforge.cobertura.thread.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\thread\test\ThreadedFunctionalTest.java,net.sourceforge.cobertura.thread.test.ThreadedFunctionalTest,class,0,0
net.sourceforge.cobertura.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\util\StringUtilTest.java,net.sourceforge.cobertura.util.StringUtilTest,class,0.311344538,1
net.sourceforge.cobertura.webapp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\webapp\FlushCoberturaServlet.java,net.sourceforge.cobertura.webapp.FlushCoberturaServlet,class,0,0
net.sourceforge.cobertura.webapp.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\webapp\test\WebAppFunctionalTest.java,net.sourceforge.cobertura.webapp.test.WebAppFunctionalTest,class,0.6545454,0
test.condition,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\resources\examples\functionalconditiontest\src\test\condition\Test.java,Test,class,-0.166666667,1
